ID_INDIVIDU,CIVILITE,SEXE,PROFESSION,CATEGORIE_PROF,DATE_CREATION_CARTE,MANAGING_STORE,AGE_2015,SENIORITY_2015,SHARE_MANAGING_STORE,NB_GIFTS,NB_STORES,NB_LINES,NB_FAMILIES,RECENCY,NB_VISITS,CUMUL_VALUE
6713.0,3.0,2.0,,,2008-01-30,941.0,39.0,2771.0,0.00011192776927955825,0.0,3.0,1.0,4.0,20.0,3.0,268.0
6904.0,2.0,2.0,,,2007-10-03,941.0,30.0,2890.0,0.0001865462821325971,2.0,2.0,3.0,7.0,116.0,5.0,433.0
7481.0,3.0,2.0,,3.0,2007-12-10,941.0,51.0,2822.0,3.730925642651942e-05,1.0,1.0,2.0,5.0,195.0,1.0,136.0
7776.0,3.0,2.0,,6.0,2007-09-29,941.0,41.0,2894.0,0.00026116479498563595,0.0,1.0,3.0,9.0,38.0,7.0,820.0
7834.0,3.0,2.0,,3.0,2007-07-11,941.0,52.0,2974.0,0.0003357833078386748,2.0,1.0,3.0,7.0,51.0,9.0,724.0
7853.0,2.0,2.0,,,2007-07-11,941.0,38.0,2974.0,0.00014923702570607768,2.0,3.0,3.0,5.0,43.0,4.0,239.0
7992.0,3.0,2.0,,6.0,2007-09-05,941.0,43.0,2918.0,3.730925642651942e-05,3.0,1.0,1.0,5.0,335.0,1.0,249.0
8102.0,2.0,2.0,,6.0,2007-07-01,941.0,53.0,2984.0,0.0001865462821325971,1.0,4.0,1.0,4.0,50.0,5.0,189.0
8120.0,2.0,2.0,,6.0,2007-07-25,941.0,43.0,2960.0,0.00011192776927955825,2.0,2.0,3.0,6.0,36.0,3.0,362.0
8668.0,2.0,2.0,,,2007-06-26,941.0,40.0,2989.0,0.00011192776927955825,0.0,2.0,3.0,7.0,92.0,3.0,486.0
8685.0,3.0,2.0,,,2007-06-24,941.0,37.0,2991.0,0.00011192776927955825,1.0,1.0,2.0,3.0,32.0,3.0,230.0
8856.0,3.0,2.0,,3.0,2007-06-04,721.0,58.0,3011.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,256.0,1.0,96.0
8918.0,2.0,2.0,,6.0,2007-06-05,941.0,58.0,3010.0,0.0003357833078386748,2.0,2.0,2.0,7.0,122.0,9.0,1224.0
8923.0,2.0,2.0,,14.0,2007-05-28,941.0,15.0,3018.0,3.730925642651942e-05,0.0,1.0,2.0,3.0,59.0,1.0,73.0
8967.0,2.0,2.0,,13.0,2007-05-20,770.0,34.0,3026.0,0.00014923702570607768,3.0,2.0,1.0,5.0,4.0,3.0,232.0
9220.0,3.0,2.0,,6.0,2007-05-16,941.0,46.0,3030.0,7.461851285303884e-05,1.0,1.0,2.0,3.0,48.0,2.0,120.0
9411.0,2.0,2.0,,,2007-06-06,757.0,41.0,3009.0,7.461851285303884e-05,0.0,1.0,2.0,6.0,20.0,2.0,229.0
9496.0,2.0,2.0,,,2008-06-10,921.0,55.0,2639.0,0.00029847405141215536,8.0,1.0,3.0,8.0,60.0,8.0,663.0
9835.0,2.0,2.0,,,2008-05-31,921.0,45.0,2649.0,3.730925642651942e-05,1.0,1.0,2.0,3.0,115.0,1.0,181.0
9921.0,3.0,2.0,,3.0,2008-06-08,921.0,50.0,2641.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,303.0,1.0,116.0
10035.0,3.0,2.0,,2.0,2008-05-14,921.0,46.0,2666.0,0.0001865462821325971,6.0,3.0,3.0,10.0,43.0,5.0,464.0
10054.0,3.0,2.0,,3.0,2008-05-14,921.0,53.0,2666.0,7.461851285303884e-05,0.0,1.0,1.0,2.0,293.0,2.0,177.0
10144.0,3.0,2.0,,,2008-06-15,921.0,15.0,2634.0,3.730925642651942e-05,0.0,1.0,2.0,4.0,184.0,1.0,41.0
10171.0,3.0,2.0,,6.0,2008-06-12,921.0,67.0,2637.0,0.00014923702570607768,2.0,1.0,2.0,5.0,184.0,3.0,201.0
10231.0,3.0,2.0,,,2008-06-10,750.0,46.0,2639.0,0.0001865462821325971,3.0,1.0,2.0,6.0,59.0,5.0,455.0
10343.0,2.0,2.0,,3.0,2008-04-17,921.0,50.0,2693.0,0.00011192776927955825,2.0,1.0,1.0,2.0,83.0,3.0,135.0
10375.0,3.0,2.0,,14.0,2008-05-06,921.0,50.0,2674.0,0.00014923702570607768,0.0,2.0,1.0,5.0,35.0,4.0,380.0
10528.0,2.0,2.0,,,2008-03-22,921.0,65.0,2719.0,7.461851285303884e-05,1.0,1.0,1.0,2.0,31.0,2.0,43.0
10646.0,3.0,2.0,,9.0,2008-03-06,921.0,48.0,2735.0,7.461851285303884e-05,0.0,1.0,1.0,2.0,168.0,2.0,91.0
10683.0,3.0,2.0,,3.0,2008-05-25,750.0,48.0,2655.0,0.0001865462821325971,1.0,3.0,2.0,8.0,48.0,5.0,327.0
10815.0,3.0,2.0,,,2008-06-12,131.0,49.0,2637.0,3.730925642651942e-05,1.0,1.0,1.0,4.0,24.0,1.0,96.0
10844.0,3.0,2.0,,5.0,2008-06-18,922.0,53.0,2631.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,231.0,1.0,56.0
10858.0,2.0,2.0,,3.0,2008-06-14,920.0,47.0,2635.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,217.0,1.0,68.0
10991.0,3.0,2.0,,3.0,2008-04-22,920.0,48.0,2688.0,0.0001865462821325971,2.0,1.0,2.0,6.0,64.0,5.0,573.0
11384.0,2.0,2.0,,,2008-04-09,920.0,53.0,2701.0,0.0002238555385591165,4.0,2.0,2.0,7.0,60.0,6.0,293.0
11449.0,2.0,2.0,,,2008-03-06,920.0,15.0,2735.0,0.0002238555385591165,3.0,1.0,3.0,5.0,76.0,5.0,525.0
11567.0,3.0,2.0,,8.0,2008-04-10,920.0,40.0,2700.0,0.0001865462821325971,2.0,1.0,1.0,6.0,225.0,5.0,396.0
11685.0,2.0,2.0,,,2007-12-04,920.0,36.0,2828.0,7.461851285303884e-05,2.0,2.0,2.0,4.0,122.0,2.0,168.0
11716.0,3.0,2.0,,,2007-12-04,782.0,51.0,2828.0,3.730925642651942e-05,1.0,1.0,1.0,3.0,185.0,1.0,195.0
11772.0,3.0,2.0,,,2008-04-16,920.0,53.0,2694.0,0.0002238555385591165,0.0,3.0,3.0,8.0,30.0,6.0,462.0
11787.0,2.0,2.0,,3.0,2008-04-20,920.0,53.0,2690.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,1.0,1.0,212.0
11851.0,3.0,2.0,,3.0,2008-02-27,920.0,44.0,2743.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,230.0,1.0,50.0
11913.0,2.0,2.0,,8.0,2008-04-03,311.0,40.0,2707.0,0.0002238555385591165,3.0,2.0,3.0,9.0,8.0,6.0,606.0
11988.0,2.0,2.0,,3.0,2008-03-24,920.0,59.0,2717.0,0.0004104018206917136,3.0,1.0,3.0,11.0,28.0,11.0,854.0
12136.0,2.0,2.0,,8.0,2008-04-02,311.0,38.0,2708.0,0.00014923702570607768,0.0,1.0,3.0,8.0,91.0,3.0,584.0
12185.0,2.0,2.0,,6.0,2007-12-09,314.0,38.0,2823.0,0.0003357833078386748,3.0,2.0,2.0,8.0,35.0,9.0,406.0
12198.0,3.0,2.0,,8.0,2008-01-26,311.0,38.0,2775.0,7.461851285303884e-05,0.0,2.0,1.0,5.0,76.0,2.0,189.0
12484.0,3.0,2.0,,8.0,2007-12-04,311.0,35.0,2828.0,0.0004104018206917136,7.0,4.0,2.0,11.0,41.0,10.0,440.0
12527.0,3.0,2.0,,8.0,2007-08-14,312.0,37.0,2940.0,0.00014923702570607768,2.0,4.0,2.0,4.0,227.0,4.0,297.0
12775.0,3.0,2.0,,,2007-08-28,312.0,45.0,2926.0,0.0003730925642651942,11.0,1.0,3.0,11.0,55.0,10.0,694.0
12802.0,2.0,2.0,,4.0,2007-08-22,312.0,35.0,2932.0,0.0003357833078386748,0.0,3.0,3.0,9.0,6.0,8.0,762.0
12803.0,3.0,2.0,,,2007-08-22,314.0,62.0,2932.0,3.730925642651942e-05,1.0,1.0,1.0,2.0,0.0,1.0,52.0
12894.0,2.0,2.0,,2.0,2007-10-31,312.0,52.0,2862.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,126.0,1.0,100.0
12924.0,2.0,2.0,,,2007-12-02,311.0,57.0,2830.0,0.0001865462821325971,5.0,2.0,2.0,6.0,178.0,5.0,240.0
12935.0,2.0,2.0,,,2007-11-18,311.0,51.0,2844.0,7.461851285303884e-05,0.0,1.0,2.0,2.0,246.0,2.0,77.0
13048.0,3.0,2.0,,3.0,2007-10-02,312.0,44.0,2891.0,0.0002238555385591165,2.0,2.0,2.0,8.0,72.0,6.0,480.0
13086.0,3.0,2.0,,3.0,2007-10-06,312.0,48.0,2887.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,55.0,1.0,59.0
13148.0,3.0,2.0,,2.0,2007-10-10,311.0,47.0,2883.0,7.461851285303884e-05,0.0,1.0,1.0,4.0,55.0,2.0,167.0
13218.0,3.0,2.0,,2.0,2007-12-30,312.0,43.0,2802.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,119.0,1.0,60.0
13324.0,3.0,2.0,,2.0,2008-03-04,312.0,51.0,2737.0,7.461851285303884e-05,0.0,1.0,1.0,3.0,231.0,2.0,112.0
13484.0,2.0,2.0,,8.0,2007-11-25,312.0,31.0,2837.0,0.00011192776927955825,1.0,3.0,2.0,4.0,158.0,3.0,75.0
13622.0,3.0,2.0,,2.0,2007-09-30,311.0,41.0,2893.0,0.00014923702570607768,0.0,3.0,2.0,6.0,18.0,4.0,279.0
13662.0,2.0,2.0,,2.0,2007-09-18,311.0,46.0,2905.0,0.00014923702570607768,4.0,1.0,3.0,6.0,52.0,4.0,268.0
13824.0,3.0,2.0,,6.0,1989-01-01,371.0,64.0,,7.461851285303884e-05,1.0,1.0,2.0,5.0,34.0,1.0,185.0
13909.0,2.0,2.0,,3.0,1989-01-01,314.0,37.0,,0.00011192776927955825,0.0,1.0,2.0,6.0,139.0,3.0,285.0
13936.0,3.0,2.0,,14.0,2008-05-12,312.0,30.0,2668.0,0.00014923702570607768,4.0,1.0,2.0,6.0,174.0,4.0,363.0
13981.0,3.0,2.0,,,2008-04-21,312.0,43.0,2689.0,0.00011192776927955825,0.0,1.0,1.0,3.0,57.0,3.0,93.0
14133.0,2.0,2.0,,8.0,2007-05-22,331.0,36.0,3024.0,0.00011192776927955825,0.0,2.0,1.0,1.0,15.0,3.0,86.0
14151.0,3.0,2.0,,6.0,2007-05-23,331.0,52.0,3023.0,0.00014923702570607768,1.0,1.0,1.0,6.0,97.0,4.0,149.0
14176.0,3.0,2.0,,14.0,2007-05-22,171.0,64.0,3024.0,0.00011192776927955825,0.0,1.0,2.0,8.0,6.0,3.0,396.0
14229.0,3.0,2.0,,,2007-05-16,333.0,57.0,3030.0,0.00026116479498563595,2.0,1.0,2.0,6.0,51.0,6.0,899.0
14385.0,3.0,2.0,,,2007-09-12,333.0,56.0,2911.0,0.0001865462821325971,1.0,1.0,1.0,5.0,53.0,5.0,709.0
14417.0,2.0,2.0,,3.0,2007-07-18,311.0,50.0,2967.0,3.730925642651942e-05,0.0,1.0,2.0,3.0,55.0,1.0,81.0
14538.0,3.0,2.0,,2.0,2007-09-25,331.0,44.0,2898.0,7.461851285303884e-05,0.0,2.0,1.0,2.0,56.0,2.0,114.0
14578.0,3.0,2.0,,6.0,2007-06-20,311.0,44.0,2995.0,0.00011192776927955825,1.0,2.0,2.0,6.0,98.0,2.0,255.0
14800.0,2.0,2.0,,2.0,2007-05-27,311.0,56.0,3019.0,0.00011192776927955825,1.0,1.0,1.0,2.0,235.0,3.0,109.0
14803.0,2.0,2.0,,14.0,2007-05-27,311.0,60.0,3019.0,0.00026116479498563595,2.0,1.0,3.0,10.0,90.0,7.0,826.0
14866.0,3.0,2.0,,8.0,2007-11-10,331.0,38.0,2852.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,58.0,1.0,77.0
14935.0,3.0,2.0,,6.0,2007-12-22,333.0,35.0,2810.0,0.00011192776927955825,0.0,3.0,1.0,3.0,13.0,3.0,164.0
15003.0,2.0,2.0,,13.0,2007-09-24,331.0,52.0,2899.0,3.730925642651942e-05,1.0,1.0,1.0,4.0,268.0,1.0,87.0
15027.0,3.0,2.0,,,2007-05-22,311.0,57.0,3024.0,0.0001865462821325971,2.0,2.0,2.0,3.0,35.0,5.0,147.0
15039.0,2.0,2.0,,8.0,2007-05-23,311.0,29.0,3023.0,0.0001865462821325971,2.0,1.0,2.0,7.0,37.0,5.0,349.0
15128.0,3.0,2.0,,6.0,2007-12-24,333.0,40.0,2808.0,3.730925642651942e-05,0.0,1.0,1.0,4.0,52.0,1.0,77.0
15267.0,3.0,2.0,,9.0,2007-09-26,312.0,41.0,2897.0,0.00011192776927955825,2.0,2.0,1.0,1.0,66.0,2.0,74.0
15276.0,2.0,2.0,,14.0,2008-01-13,333.0,59.0,2788.0,0.0003357833078386748,2.0,1.0,3.0,9.0,56.0,9.0,574.0
15325.0,2.0,2.0,,6.0,2007-07-31,251.0,43.0,2954.0,7.461851285303884e-05,0.0,1.0,2.0,4.0,4.0,2.0,258.0
15338.0,3.0,2.0,,8.0,2007-09-26,693.0,39.0,2897.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,121.0,1.0,78.0
15383.0,3.0,2.0,,2.0,2007-08-08,693.0,44.0,2946.0,0.0001865462821325971,3.0,2.0,2.0,7.0,27.0,5.0,485.0
15428.0,2.0,2.0,,3.0,2007-06-23,692.0,61.0,2992.0,0.00014923702570607768,1.0,2.0,3.0,6.0,27.0,4.0,525.0
15512.0,3.0,2.0,,8.0,2007-05-20,311.0,41.0,3026.0,0.00011192776927955825,0.0,3.0,2.0,4.0,176.0,3.0,197.0
15553.0,2.0,2.0,,2.0,2008-02-03,141.0,57.0,2767.0,7.461851285303884e-05,0.0,1.0,2.0,4.0,51.0,2.0,141.0
15732.0,3.0,2.0,,,2007-10-17,692.0,15.0,2876.0,3.730925642651942e-05,0.0,1.0,2.0,5.0,2.0,1.0,315.0
15832.0,2.0,2.0,,2.0,2008-05-06,693.0,62.0,2674.0,7.461851285303884e-05,0.0,2.0,1.0,4.0,59.0,2.0,111.0
15854.0,2.0,2.0,,2.0,2008-05-31,693.0,67.0,2649.0,7.461851285303884e-05,0.0,2.0,2.0,3.0,0.0,2.0,178.0
16023.0,3.0,2.0,,2.0,2007-05-18,861.0,41.0,3028.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,232.0,1.0,25.0
16123.0,2.0,2.0,,14.0,2007-12-02,331.0,59.0,2830.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,279.0,1.0,101.0
16262.0,2.0,2.0,,2.0,2008-06-16,331.0,62.0,2633.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,32.0,1.0,52.0
16283.0,3.0,2.0,,,2008-06-21,333.0,37.0,2628.0,0.00014923702570607768,2.0,2.0,2.0,5.0,44.0,4.0,424.0
16355.0,3.0,2.0,,6.0,2009-10-21,311.0,43.0,2141.0,0.00011192776927955825,0.0,2.0,2.0,3.0,76.0,3.0,194.0
16365.0,2.0,2.0,,6.0,2008-05-29,331.0,60.0,2651.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,44.0,1.0,77.0
16445.0,3.0,2.0,,8.0,2008-05-12,333.0,33.0,2668.0,0.00014923702570607768,2.0,2.0,2.0,7.0,57.0,4.0,285.0
16459.0,3.0,2.0,,8.0,2007-05-16,331.0,36.0,3030.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,356.0,1.0,128.0
16464.0,2.0,2.0,,8.0,2007-05-26,333.0,39.0,3020.0,0.00014923702570607768,1.0,1.0,2.0,6.0,22.0,4.0,235.0
16566.0,3.0,2.0,,8.0,2007-06-04,311.0,35.0,3011.0,7.461851285303884e-05,1.0,2.0,1.0,2.0,207.0,2.0,61.0
16606.0,3.0,2.0,,14.0,2007-06-02,311.0,42.0,3013.0,0.00026116479498563595,2.0,3.0,2.0,7.0,195.0,6.0,505.0
16687.0,3.0,2.0,,6.0,2007-07-07,331.0,48.0,2978.0,7.461851285303884e-05,1.0,2.0,1.0,1.0,100.0,2.0,45.0
16731.0,2.0,2.0,,6.0,2007-07-20,331.0,57.0,2965.0,0.00014923702570607768,1.0,2.0,1.0,6.0,38.0,3.0,316.0
16789.0,2.0,2.0,,8.0,2007-05-20,314.0,33.0,3026.0,7.461851285303884e-05,2.0,1.0,2.0,5.0,14.0,2.0,306.0
16903.0,3.0,2.0,,2.0,2008-05-20,331.0,49.0,2660.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,308.0,1.0,84.0
16992.0,2.0,2.0,,3.0,2007-09-19,331.0,60.0,2904.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,55.0,1.0,54.0
17052.0,3.0,2.0,,14.0,2007-05-13,311.0,38.0,3033.0,3.730925642651942e-05,2.0,1.0,1.0,3.0,90.0,1.0,78.0
17120.0,3.0,2.0,,3.0,2007-11-14,331.0,54.0,2848.0,0.00011192776927955825,2.0,1.0,1.0,4.0,58.0,3.0,192.0
17200.0,3.0,2.0,,6.0,2008-05-15,331.0,43.0,2665.0,3.730925642651942e-05,0.0,1.0,0.0,0.0,272.0,1.0,0.0
17208.0,2.0,2.0,,3.0,2007-12-17,331.0,40.0,2815.0,0.0003357833078386748,4.0,2.0,2.0,8.0,38.0,9.0,422.0
17280.0,2.0,2.0,,,2007-10-31,311.0,43.0,2862.0,3.730925642651942e-05,1.0,1.0,2.0,5.0,94.0,1.0,175.0
17406.0,3.0,2.0,,6.0,2008-06-01,332.0,60.0,2648.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,359.0,1.0,95.0
17424.0,2.0,2.0,,8.0,2008-06-11,332.0,34.0,2638.0,3.730925642651942e-05,3.0,1.0,1.0,3.0,315.0,1.0,169.0
17709.0,3.0,2.0,,2.0,2008-03-23,331.0,44.0,2718.0,0.00014923702570607768,7.0,1.0,3.0,10.0,133.0,4.0,1172.0
17723.0,3.0,2.0,,,2008-05-31,332.0,15.0,2649.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,77.0,1.0,67.0
17966.0,3.0,2.0,,,2008-06-05,251.0,60.0,2644.0,0.00026116479498563595,1.0,2.0,2.0,7.0,65.0,7.0,439.0
18164.0,3.0,2.0,,8.0,2007-11-07,342.0,35.0,2855.0,0.00014923702570607768,5.0,2.0,2.0,5.0,104.0,4.0,221.0
18170.0,3.0,2.0,,8.0,2007-09-01,342.0,39.0,2922.0,7.461851285303884e-05,1.0,2.0,2.0,5.0,34.0,2.0,124.0
18211.0,3.0,2.0,,,2007-09-01,341.0,58.0,2922.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,151.0,1.0,119.0
18317.0,3.0,2.0,,,2007-12-12,342.0,36.0,2820.0,0.00014923702570607768,3.0,2.0,2.0,3.0,50.0,4.0,355.0
18379.0,2.0,2.0,,6.0,2007-09-26,341.0,58.0,2897.0,0.0002238555385591165,4.0,1.0,2.0,5.0,83.0,6.0,252.0
18688.0,3.0,2.0,,,2007-12-03,342.0,60.0,2829.0,0.00026116479498563595,0.0,3.0,2.0,5.0,16.0,7.0,585.0
18989.0,3.0,2.0,,6.0,2007-10-10,721.0,44.0,2883.0,0.00014923702570607768,2.0,1.0,2.0,8.0,6.0,4.0,353.0
19124.0,3.0,2.0,,6.0,2007-11-21,721.0,39.0,2841.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,175.0,1.0,178.0
19383.0,3.0,2.0,,14.0,2008-04-16,751.0,74.0,2694.0,3.730925642651942e-05,1.0,1.0,0.0,0.0,318.0,1.0,0.0
19569.0,3.0,2.0,,11.0,2007-09-24,921.0,53.0,2899.0,3.730925642651942e-05,0.0,1.0,2.0,4.0,359.0,1.0,241.0
19574.0,2.0,2.0,,,2007-09-26,752.0,29.0,2897.0,3.730925642651942e-05,1.0,1.0,1.0,4.0,21.0,1.0,246.0
19665.0,2.0,2.0,,14.0,2008-01-23,751.0,58.0,2778.0,3.730925642651942e-05,0.0,1.0,2.0,4.0,139.0,1.0,276.0
20448.0,2.0,2.0,,3.0,2008-05-10,942.0,48.0,2670.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,116.0,1.0,130.0
20472.0,3.0,2.0,,3.0,2008-04-16,754.0,47.0,2694.0,7.461851285303884e-05,3.0,1.0,2.0,7.0,161.0,2.0,489.0
20555.0,3.0,2.0,,14.0,2007-12-18,756.0,33.0,2814.0,0.0004104018206917136,4.0,4.0,3.0,8.0,52.0,7.0,791.0
