ID_INDIVIDU,CIVILITE,SEXE,PROFESSION,CATEGORIE_PROF,DATE_CREATION_CARTE,MANAGING_STORE,AGE_2015,SENIORITY_2015,SHARE_MANAGING_STORE,NB_GIFTS,NB_STORES,NB_LINES,NB_FAMILIES,RECENCY,NB_VISITS,CUMUL_VALUE
69402.0,3.0,2.0,,8.0,2008-02-11,721.0,35.0,2759.0,7.461851285303884e-05,0.0,2.0,2.0,5.0,90.0,2.0,227.0
69489.0,3.0,2.0,,,2007-12-05,721.0,51.0,2827.0,0.00029847405141215536,7.0,1.0,2.0,9.0,7.0,8.0,610.0
69550.0,3.0,2.0,,5.0,2007-12-21,141.0,47.0,2811.0,0.00014923702570607768,1.0,1.0,1.0,3.0,62.0,4.0,86.0
69593.0,2.0,2.0,,3.0,2008-02-12,721.0,63.0,2758.0,0.00014923702570607768,1.0,1.0,3.0,6.0,63.0,4.0,255.0
69743.0,3.0,2.0,,8.0,2008-03-04,721.0,41.0,2737.0,0.00029847405141215536,2.0,1.0,2.0,10.0,31.0,8.0,536.0
69778.0,2.0,2.0,,2.0,2007-11-18,721.0,59.0,2844.0,0.0002238555385591165,4.0,2.0,3.0,12.0,6.0,6.0,863.0
69793.0,3.0,2.0,,3.0,2008-01-14,721.0,55.0,2787.0,3.730925642651942e-05,0.0,1.0,0.0,0.0,105.0,1.0,55.0
69832.0,3.0,2.0,,,2007-11-21,721.0,56.0,2841.0,7.461851285303884e-05,0.0,1.0,2.0,3.0,98.0,2.0,221.0
69909.0,3.0,2.0,,3.0,2007-12-24,721.0,39.0,2808.0,0.00026116479498563595,3.0,1.0,2.0,6.0,2.0,7.0,315.0
69964.0,3.0,2.0,,2.0,2008-01-23,721.0,41.0,2778.0,0.00026116479498563595,15.0,1.0,3.0,9.0,72.0,6.0,1042.0
69976.0,3.0,2.0,,2.0,2008-02-16,721.0,41.0,2754.0,7.461851285303884e-05,2.0,1.0,1.0,2.0,71.0,2.0,117.0
70010.0,3.0,2.0,,6.0,2008-02-13,721.0,55.0,2757.0,7.461851285303884e-05,0.0,1.0,3.0,4.0,45.0,2.0,268.0
70114.0,3.0,2.0,,3.0,2007-12-30,721.0,63.0,2802.0,7.461851285303884e-05,0.0,2.0,2.0,6.0,36.0,2.0,488.0
70267.0,3.0,2.0,,14.0,2007-09-26,721.0,54.0,2897.0,0.00011192776927955825,0.0,1.0,2.0,3.0,30.0,3.0,227.0
70289.0,2.0,2.0,,3.0,2008-10-23,757.0,46.0,2504.0,0.00014923702570607768,2.0,2.0,1.0,3.0,90.0,4.0,101.0
70297.0,3.0,2.0,,3.0,2007-09-17,721.0,42.0,2906.0,7.461851285303884e-05,0.0,1.0,2.0,4.0,93.0,2.0,144.0
70344.0,3.0,2.0,,13.0,1989-01-01,691.0,42.0,,0.0002238555385591165,5.0,2.0,1.0,4.0,71.0,6.0,324.0
70384.0,3.0,2.0,,6.0,2007-10-30,721.0,58.0,2863.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,231.0,1.0,59.0
70431.0,2.0,2.0,,,2007-10-29,721.0,48.0,2864.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,142.0,1.0,92.0
70705.0,2.0,2.0,,,2008-05-26,740.0,37.0,2654.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,345.0,1.0,128.0
70751.0,3.0,2.0,,8.0,2008-03-13,141.0,39.0,2728.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,153.0,1.0,151.0
70780.0,3.0,2.0,,,2007-12-21,721.0,32.0,2811.0,7.461851285303884e-05,0.0,2.0,2.0,5.0,37.0,2.0,215.0
70813.0,2.0,2.0,,,2007-10-20,721.0,53.0,2873.0,0.0003730925642651942,5.0,1.0,3.0,9.0,57.0,10.0,704.0
70987.0,3.0,2.0,,,2007-10-24,941.0,15.0,2869.0,0.0003730925642651942,6.0,2.0,3.0,6.0,27.0,9.0,415.0
71056.0,3.0,2.0,,,2007-12-08,694.0,15.0,2824.0,0.00026116479498563595,4.0,2.0,2.0,5.0,125.0,7.0,662.0
71113.0,3.0,2.0,,5.0,2008-01-20,695.0,60.0,2781.0,0.00014923702570607768,1.0,2.0,1.0,3.0,52.0,3.0,189.0
71181.0,3.0,2.0,,,2008-01-16,141.0,57.0,2785.0,0.00011192776927955825,3.0,1.0,2.0,8.0,72.0,3.0,326.0
71247.0,3.0,2.0,,8.0,2008-05-22,693.0,29.0,2658.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,220.0,1.0,82.0
71315.0,2.0,2.0,,6.0,2008-01-30,693.0,60.0,2771.0,3.730925642651942e-05,2.0,1.0,2.0,5.0,63.0,1.0,168.0
71559.0,2.0,2.0,,14.0,2007-12-14,693.0,63.0,2818.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,281.0,1.0,123.0
71671.0,2.0,2.0,,14.0,2008-03-02,693.0,39.0,2739.0,7.461851285303884e-05,0.0,1.0,1.0,4.0,94.0,2.0,109.0
71854.0,3.0,2.0,,,2007-11-28,740.0,45.0,2834.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,153.0,1.0,159.0
71859.0,3.0,2.0,,6.0,2007-11-28,693.0,45.0,2834.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,53.0,1.0,42.0
71882.0,2.0,2.0,,,2007-09-09,693.0,32.0,2914.0,7.461851285303884e-05,1.0,1.0,2.0,4.0,43.0,2.0,83.0
71992.0,2.0,2.0,,8.0,2007-07-24,693.0,38.0,2961.0,7.461851285303884e-05,0.0,1.0,2.0,4.0,102.0,2.0,230.0
72134.0,3.0,2.0,,1.0,2007-07-20,693.0,64.0,2965.0,0.00026116479498563595,9.0,3.0,2.0,7.0,58.0,7.0,499.0
72275.0,3.0,2.0,,8.0,2007-09-30,693.0,38.0,2893.0,0.0002238555385591165,6.0,2.0,3.0,8.0,59.0,6.0,488.0
72286.0,3.0,2.0,,8.0,2007-09-16,693.0,40.0,2907.0,7.461851285303884e-05,0.0,2.0,2.0,4.0,58.0,2.0,129.0
72504.0,2.0,2.0,,3.0,2007-09-02,693.0,51.0,2921.0,0.00014923702570607768,6.0,2.0,1.0,6.0,13.0,4.0,392.0
72515.0,3.0,2.0,,14.0,2007-09-03,693.0,45.0,2920.0,7.461851285303884e-05,0.0,1.0,2.0,3.0,73.0,2.0,189.0
72547.0,3.0,2.0,,6.0,2007-05-25,691.0,43.0,3021.0,7.461851285303884e-05,0.0,1.0,1.0,2.0,104.0,2.0,117.0
72571.0,3.0,2.0,,6.0,2007-05-16,693.0,46.0,3030.0,0.00014923702570607768,3.0,1.0,2.0,7.0,76.0,4.0,374.0
72602.0,3.0,2.0,,3.0,2008-04-06,141.0,54.0,2704.0,7.461851285303884e-05,0.0,1.0,1.0,5.0,357.0,1.0,172.0
72621.0,2.0,2.0,,,2007-06-12,691.0,42.0,3003.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,262.0,1.0,55.0
72661.0,3.0,2.0,,,2007-06-09,693.0,63.0,3006.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,147.0,1.0,134.0
72722.0,3.0,2.0,,2.0,2008-05-27,692.0,57.0,2653.0,7.461851285303884e-05,2.0,1.0,2.0,4.0,73.0,2.0,216.0
72805.0,2.0,2.0,,,2007-11-14,692.0,54.0,2848.0,7.461851285303884e-05,1.0,1.0,2.0,3.0,177.0,2.0,102.0
72820.0,2.0,2.0,,,2007-12-31,692.0,46.0,2801.0,0.0003357833078386748,1.0,1.0,3.0,8.0,9.0,9.0,497.0
72822.0,3.0,2.0,,,2007-12-30,692.0,48.0,2802.0,0.00026116479498563595,0.0,3.0,2.0,6.0,60.0,7.0,590.0
72827.0,3.0,2.0,,8.0,2008-01-02,692.0,35.0,2799.0,0.00014923702570607768,4.0,2.0,2.0,5.0,100.0,3.0,496.0
72899.0,2.0,2.0,,14.0,2008-03-13,692.0,67.0,2728.0,7.461851285303884e-05,2.0,1.0,1.0,1.0,58.0,1.0,23.0
73049.0,3.0,2.0,,13.0,2007-05-16,693.0,40.0,3030.0,7.461851285303884e-05,0.0,1.0,1.0,4.0,146.0,2.0,207.0
73085.0,2.0,2.0,,13.0,2007-05-14,695.0,38.0,3032.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,260.0,1.0,127.0
73103.0,3.0,2.0,,2.0,2007-08-29,692.0,43.0,2925.0,0.0003357833078386748,0.0,1.0,3.0,10.0,43.0,9.0,663.0
73134.0,3.0,2.0,,2.0,2007-12-19,691.0,50.0,2813.0,3.730925642651942e-05,1.0,1.0,0.0,0.0,318.0,1.0,0.0
73147.0,3.0,2.0,,14.0,2007-09-28,692.0,28.0,2895.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,214.0,1.0,95.0
73159.0,2.0,2.0,,2.0,2007-10-22,692.0,64.0,2871.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,231.0,1.0,96.0
73165.0,2.0,2.0,,8.0,2007-06-04,692.0,39.0,3011.0,7.461851285303884e-05,0.0,1.0,2.0,4.0,42.0,2.0,112.0
73212.0,3.0,2.0,,8.0,2008-04-15,141.0,38.0,2695.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,309.0,1.0,90.0
73343.0,3.0,2.0,,,2007-05-14,694.0,45.0,3032.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,122.0,1.0,103.0
73368.0,3.0,2.0,,3.0,2007-05-19,692.0,44.0,3027.0,3.730925642651942e-05,1.0,1.0,1.0,4.0,328.0,1.0,132.0
73371.0,2.0,2.0,,6.0,2007-05-18,692.0,50.0,3028.0,0.00011192776927955825,0.0,2.0,1.0,4.0,79.0,3.0,283.0
73375.0,2.0,2.0,,,2007-05-14,692.0,61.0,3032.0,0.0003730925642651942,8.0,4.0,3.0,8.0,71.0,10.0,523.0
73541.0,3.0,2.0,,3.0,2008-05-22,691.0,46.0,2658.0,7.461851285303884e-05,2.0,1.0,1.0,1.0,319.0,2.0,29.0
73547.0,3.0,2.0,,2.0,2008-06-12,691.0,41.0,2637.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,60.0,1.0,51.0
73703.0,2.0,2.0,,8.0,2007-09-02,692.0,41.0,2921.0,7.461851285303884e-05,0.0,2.0,2.0,2.0,32.0,2.0,80.0
73761.0,2.0,2.0,,8.0,2008-03-13,691.0,56.0,2728.0,0.0001865462821325971,2.0,3.0,2.0,8.0,104.0,5.0,379.0
73967.0,3.0,2.0,,,2007-11-05,691.0,42.0,2857.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,258.0,1.0,110.0
74292.0,3.0,2.0,,,2008-02-27,694.0,43.0,2743.0,0.00014923702570607768,4.0,2.0,2.0,5.0,315.0,4.0,204.0
74490.0,3.0,2.0,,8.0,1989-01-01,920.0,36.0,,0.0003357833078386748,11.0,1.0,2.0,6.0,48.0,8.0,853.0
74682.0,3.0,2.0,,,2009-05-26,291.0,38.0,2289.0,0.00026116479498563595,4.0,3.0,2.0,6.0,90.0,6.0,571.0
74837.0,2.0,2.0,,,2009-01-15,381.0,54.0,2420.0,0.00011192776927955825,2.0,1.0,3.0,8.0,102.0,2.0,445.0
74856.0,2.0,2.0,,,2008-12-11,693.0,15.0,2455.0,0.00011192776927955825,4.0,2.0,2.0,5.0,62.0,3.0,240.0
74977.0,2.0,2.0,,,2009-04-25,691.0,15.0,2320.0,0.0003357833078386748,8.0,3.0,2.0,8.0,7.0,8.0,515.0
75016.0,3.0,2.0,,,2009-09-19,930.0,46.0,2173.0,3.730925642651942e-05,0.0,1.0,3.0,5.0,163.0,1.0,145.0
75057.0,3.0,2.0,,3.0,2009-10-21,591.0,64.0,2141.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,65.0,1.0,155.0
75087.0,2.0,2.0,,8.0,2009-10-21,331.0,33.0,2141.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,43.0,1.0,48.0
75146.0,2.0,2.0,,6.0,2009-10-21,754.0,49.0,2141.0,0.000447711077118233,12.0,4.0,3.0,10.0,64.0,11.0,1178.0
75217.0,3.0,2.0,,6.0,2009-10-24,753.0,61.0,2138.0,0.00011192776927955825,0.0,1.0,1.0,3.0,254.0,3.0,144.0
75238.0,3.0,2.0,,,2009-10-25,451.0,56.0,2137.0,7.461851285303884e-05,0.0,2.0,1.0,3.0,231.0,2.0,182.0
75246.0,2.0,2.0,,2.0,2009-10-26,313.0,58.0,2136.0,7.461851285303884e-05,0.0,2.0,2.0,5.0,95.0,2.0,252.0
75260.0,2.0,2.0,,,2009-10-26,592.0,56.0,2136.0,0.00026116479498563595,3.0,1.0,3.0,7.0,0.0,7.0,538.0
75272.0,3.0,2.0,,,2009-10-26,671.0,55.0,2136.0,0.00048502033354475243,6.0,1.0,3.0,11.0,129.0,13.0,1713.0
75386.0,3.0,2.0,,14.0,2009-10-27,721.0,56.0,2135.0,7.461851285303884e-05,0.0,1.0,2.0,3.0,91.0,2.0,200.0
75440.0,2.0,2.0,,3.0,2009-10-27,781.0,50.0,2135.0,0.00014923702570607768,1.0,2.0,2.0,4.0,98.0,4.0,495.0
75562.0,2.0,2.0,,6.0,2009-10-30,441.0,42.0,2132.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,192.0,1.0,74.0
75650.0,2.0,2.0,,8.0,2009-10-26,61.0,39.0,2136.0,3.730925642651942e-05,1.0,1.0,1.0,4.0,340.0,1.0,124.0
75662.0,3.0,2.0,,6.0,2009-10-31,333.0,39.0,2131.0,0.00011192776927955825,0.0,2.0,2.0,5.0,153.0,2.0,232.0
75763.0,2.0,2.0,,3.0,2009-11-02,920.0,52.0,2129.0,0.00026116479498563595,6.0,2.0,2.0,6.0,29.0,7.0,417.0
75774.0,2.0,2.0,,8.0,2009-11-02,251.0,34.0,2129.0,0.00014923702570607768,0.0,2.0,2.0,6.0,48.0,4.0,248.0
75830.0,2.0,2.0,,8.0,2009-11-03,371.0,37.0,2128.0,0.0001865462821325971,2.0,2.0,2.0,4.0,58.0,5.0,336.0
75859.0,3.0,2.0,,6.0,2009-11-03,311.0,52.0,2128.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,27.0,1.0,139.0
75878.0,2.0,2.0,,4.0,2009-11-03,691.0,42.0,2128.0,7.461851285303884e-05,2.0,1.0,2.0,4.0,83.0,2.0,170.0
75888.0,2.0,2.0,,14.0,2009-11-03,757.0,41.0,2128.0,0.00014923702570607768,4.0,2.0,2.0,5.0,42.0,4.0,289.0
75906.0,2.0,2.0,,3.0,2009-11-03,920.0,41.0,2128.0,7.461851285303884e-05,0.0,1.0,1.0,6.0,90.0,2.0,588.0
75931.0,2.0,2.0,,14.0,2009-10-28,130.0,29.0,2134.0,7.461851285303884e-05,1.0,2.0,2.0,2.0,83.0,2.0,74.0
75937.0,3.0,2.0,,2.0,2010-02-06,692.0,60.0,2033.0,0.0001865462821325971,6.0,1.0,2.0,9.0,102.0,5.0,451.0
76019.0,2.0,2.0,,8.0,2009-11-04,332.0,29.0,2127.0,0.00011192776927955825,5.0,1.0,2.0,5.0,188.0,3.0,186.0
76043.0,3.0,2.0,,6.0,2009-11-04,591.0,47.0,2127.0,0.00011192776927955825,0.0,1.0,2.0,4.0,53.0,3.0,276.0
76068.0,3.0,2.0,,2.0,2009-11-04,753.0,52.0,2127.0,7.461851285303884e-05,0.0,2.0,2.0,4.0,69.0,2.0,196.0
76092.0,2.0,2.0,,,2009-11-04,371.0,56.0,2127.0,3.730925642651942e-05,0.0,1.0,1.0,3.0,229.0,1.0,142.0
76202.0,3.0,2.0,,2.0,2009-11-07,671.0,56.0,2124.0,7.461851285303884e-05,1.0,1.0,2.0,5.0,81.0,2.0,255.0
76245.0,2.0,2.0,,8.0,2009-10-21,451.0,38.0,2141.0,0.00011192776927955825,1.0,1.0,1.0,3.0,62.0,3.0,135.0
76253.0,3.0,2.0,,3.0,2009-10-27,491.0,41.0,2135.0,7.461851285303884e-05,1.0,1.0,1.0,4.0,172.0,2.0,219.0
76260.0,3.0,2.0,,3.0,2009-10-25,671.0,56.0,2137.0,0.00026116479498563595,3.0,1.0,3.0,7.0,14.0,6.0,384.0
76279.0,2.0,2.0,,8.0,2009-10-28,721.0,34.0,2134.0,7.461851285303884e-05,0.0,1.0,2.0,2.0,264.0,2.0,144.0
76333.0,2.0,2.0,,,2009-10-28,421.0,15.0,2134.0,0.00011192776927955825,0.0,1.0,1.0,6.0,16.0,3.0,354.0
76488.0,3.0,2.0,,,2009-11-08,694.0,52.0,2123.0,0.00014923702570607768,1.0,2.0,2.0,9.0,46.0,4.0,508.0
76493.0,3.0,2.0,,2.0,2009-11-08,341.0,48.0,2123.0,7.461851285303884e-05,0.0,1.0,1.0,4.0,265.0,2.0,189.0
76506.0,3.0,2.0,,3.0,2009-11-09,131.0,43.0,2122.0,3.730925642651942e-05,0.0,1.0,2.0,8.0,150.0,1.0,239.0
76514.0,3.0,2.0,,2.0,2009-11-09,691.0,60.0,2122.0,3.730925642651942e-05,1.0,1.0,2.0,3.0,104.0,1.0,220.0
76536.0,3.0,2.0,,3.0,2009-11-10,332.0,44.0,2121.0,0.00011192776927955825,0.0,2.0,2.0,4.0,51.0,3.0,207.0
76547.0,3.0,2.0,,5.0,2009-11-10,752.0,74.0,2121.0,0.00026116479498563595,5.0,1.0,2.0,6.0,37.0,7.0,338.0
76565.0,3.0,2.0,,,2009-11-10,342.0,55.0,2121.0,0.0003730925642651942,4.0,1.0,3.0,9.0,14.0,10.0,975.0
76581.0,3.0,2.0,,14.0,2009-11-10,721.0,52.0,2121.0,0.00011192776927955825,2.0,1.0,1.0,1.0,122.0,3.0,97.0
76589.0,2.0,2.0,,8.0,2009-11-10,751.0,31.0,2121.0,3.730925642651942e-05,0.0,1.0,1.0,4.0,332.0,1.0,165.0
76656.0,3.0,2.0,,6.0,2009-11-11,311.0,41.0,2120.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,146.0,1.0,64.0
76670.0,3.0,2.0,,2.0,2009-11-11,381.0,56.0,2120.0,3.730925642651942e-05,0.0,1.0,2.0,5.0,322.0,1.0,294.0
76716.0,2.0,2.0,,8.0,2009-11-11,753.0,37.0,2120.0,7.461851285303884e-05,0.0,2.0,2.0,2.0,202.0,2.0,85.0
76740.0,2.0,2.0,,8.0,2009-11-11,941.0,32.0,2120.0,0.00026116479498563595,6.0,1.0,1.0,5.0,64.0,7.0,688.0
76746.0,3.0,2.0,,,2009-11-11,441.0,56.0,2120.0,0.00026116479498563595,2.0,2.0,1.0,3.0,108.0,7.0,377.0
76783.0,3.0,2.0,,5.0,2009-11-13,753.0,51.0,2118.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,344.0,1.0,74.0
76826.0,3.0,2.0,,,2009-11-13,291.0,45.0,2118.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,121.0,1.0,118.0
76932.0,3.0,2.0,,3.0,2009-11-14,921.0,51.0,2117.0,3.730925642651942e-05,0.0,1.0,2.0,6.0,73.0,1.0,469.0
76933.0,3.0,2.0,,5.0,2009-11-14,921.0,49.0,2117.0,7.461851285303884e-05,1.0,1.0,1.0,4.0,310.0,2.0,146.0
77065.0,2.0,2.0,,8.0,2009-11-16,331.0,40.0,2115.0,3.730925642651942e-05,0.0,1.0,2.0,3.0,322.0,1.0,114.0
77075.0,3.0,2.0,,,2009-11-16,801.0,55.0,2115.0,0.0002238555385591165,4.0,5.0,2.0,6.0,37.0,6.0,502.0
77091.0,2.0,2.0,,14.0,2009-11-15,942.0,36.0,2116.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,219.0,1.0,50.0
77140.0,3.0,2.0,,3.0,2009-11-16,921.0,51.0,2115.0,7.461851285303884e-05,0.0,2.0,3.0,5.0,31.0,2.0,230.0
77170.0,2.0,2.0,,2.0,2009-11-17,181.0,63.0,2114.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,135.0,1.0,67.0
77174.0,3.0,2.0,,4.0,2009-11-16,292.0,51.0,2115.0,0.0003357833078386748,10.0,2.0,2.0,10.0,15.0,7.0,738.0
77197.0,2.0,2.0,,,2009-11-17,693.0,37.0,2114.0,0.0002238555385591165,5.0,1.0,1.0,6.0,72.0,5.0,481.0
77240.0,2.0,2.0,,6.0,2009-11-18,130.0,63.0,2113.0,7.461851285303884e-05,3.0,1.0,1.0,5.0,162.0,2.0,196.0
77309.0,2.0,2.0,,,2009-11-18,592.0,52.0,2113.0,0.00011192776927955825,2.0,1.0,1.0,4.0,144.0,3.0,424.0
77318.0,2.0,2.0,,8.0,2009-11-18,691.0,31.0,2113.0,3.730925642651942e-05,1.0,1.0,1.0,2.0,276.0,1.0,72.0
77347.0,2.0,2.0,,,2009-11-18,920.0,34.0,2113.0,0.00011192776927955825,3.0,1.0,1.0,5.0,274.0,3.0,338.0
77383.0,2.0,2.0,,8.0,2009-11-18,641.0,36.0,2113.0,0.00011192776927955825,2.0,1.0,2.0,8.0,139.0,3.0,329.0
77568.0,2.0,2.0,,,2009-11-22,351.0,48.0,2109.0,0.00011192776927955825,1.0,2.0,1.0,3.0,46.0,3.0,94.0
77571.0,3.0,2.0,,14.0,2009-11-22,441.0,66.0,2109.0,0.0001865462821325971,2.0,1.0,2.0,5.0,3.0,5.0,348.0
77589.0,3.0,2.0,,,2009-11-23,762.0,48.0,2108.0,0.0001865462821325971,7.0,1.0,2.0,6.0,101.0,5.0,486.0
77754.0,3.0,2.0,,6.0,2009-11-24,7516.0,63.0,2107.0,7.461851285303884e-05,0.0,2.0,1.0,4.0,183.0,2.0,182.0
77765.0,2.0,2.0,,14.0,2009-11-24,694.0,42.0,2107.0,0.00014923702570607768,1.0,1.0,1.0,1.0,113.0,4.0,165.0
77780.0,2.0,2.0,,2.0,2009-11-24,671.0,41.0,2107.0,0.00011192776927955825,2.0,1.0,3.0,11.0,76.0,3.0,431.0
77829.0,3.0,2.0,,14.0,2009-11-25,292.0,56.0,2106.0,0.00026116479498563595,2.0,1.0,3.0,11.0,42.0,6.0,866.0
77838.0,2.0,2.0,,2.0,2009-11-25,341.0,63.0,2106.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,265.0,1.0,74.0
77840.0,3.0,2.0,,6.0,2009-11-25,351.0,57.0,2106.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,209.0,1.0,86.0
77844.0,2.0,2.0,,8.0,2009-11-25,592.0,36.0,2106.0,0.00029847405141215536,6.0,2.0,2.0,8.0,129.0,6.0,640.0
77862.0,2.0,2.0,,3.0,2009-11-25,754.0,41.0,2106.0,0.00029847405141215536,4.0,3.0,3.0,12.0,65.0,8.0,776.0
77960.0,2.0,2.0,,8.0,2009-11-25,694.0,38.0,2106.0,0.00011192776927955825,1.0,1.0,2.0,5.0,58.0,3.0,265.0
77977.0,2.0,2.0,,,2009-11-22,921.0,15.0,2109.0,3.730925642651942e-05,0.0,1.0,3.0,7.0,273.0,1.0,468.0
77998.0,2.0,2.0,,,2009-11-27,342.0,39.0,2104.0,7.461851285303884e-05,1.0,1.0,2.0,3.0,237.0,2.0,154.0
78018.0,2.0,2.0,,14.0,2009-11-28,292.0,41.0,2103.0,0.00029847405141215536,1.0,1.0,1.0,5.0,7.0,8.0,451.0
78019.0,2.0,2.0,,4.0,2009-11-28,311.0,52.0,2103.0,0.00011192776927955825,0.0,1.0,2.0,4.0,94.0,3.0,234.0
78022.0,3.0,2.0,,6.0,2009-11-28,332.0,64.0,2103.0,7.461851285303884e-05,1.0,1.0,2.0,5.0,224.0,2.0,162.0
78076.0,2.0,2.0,,,2009-11-28,181.0,64.0,2103.0,0.00029847405141215536,4.0,2.0,3.0,10.0,56.0,7.0,394.0
78198.0,2.0,2.0,,3.0,2009-11-29,920.0,47.0,2102.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,14.0,1.0,62.0
78221.0,3.0,2.0,,1.0,2009-11-29,694.0,52.0,2102.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,360.0,1.0,97.0
78242.0,3.0,2.0,,6.0,2009-11-30,312.0,54.0,2101.0,0.00014923702570607768,0.0,2.0,2.0,6.0,150.0,4.0,280.0
78367.0,3.0,2.0,,,2009-12-01,750.0,43.0,2100.0,7.461851285303884e-05,0.0,2.0,2.0,6.0,84.0,2.0,281.0
78385.0,2.0,2.0,,,2009-12-01,7511.0,40.0,2100.0,0.00014923702570607768,0.0,1.0,2.0,7.0,64.0,4.0,222.0
78444.0,2.0,2.0,,6.0,2009-12-01,750.0,42.0,2100.0,7.461851285303884e-05,0.0,1.0,1.0,4.0,167.0,2.0,145.0
78514.0,2.0,2.0,,3.0,2009-12-02,313.0,40.0,2099.0,7.461851285303884e-05,0.0,2.0,2.0,3.0,83.0,2.0,196.0
78533.0,2.0,2.0,,,2009-12-02,721.0,43.0,2099.0,0.00014923702570607768,5.0,1.0,3.0,8.0,62.0,4.0,358.0
78588.0,2.0,2.0,,6.0,2009-12-02,312.0,57.0,2099.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,0.0,1.0,57.0
78633.0,2.0,2.0,,8.0,2009-12-04,291.0,35.0,2097.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,51.0,1.0,50.0
78635.0,2.0,2.0,,3.0,2009-12-02,292.0,39.0,2099.0,7.461851285303884e-05,0.0,1.0,2.0,5.0,29.0,2.0,313.0
78648.0,3.0,2.0,,14.0,2009-12-04,781.0,54.0,2097.0,7.461851285303884e-05,1.0,1.0,2.0,4.0,265.0,2.0,243.0
78755.0,3.0,2.0,,2.0,2009-12-06,141.0,67.0,2095.0,0.00011192776927955825,0.0,1.0,2.0,4.0,128.0,3.0,179.0
78869.0,2.0,2.0,,3.0,2009-12-07,130.0,42.0,2094.0,0.00011192776927955825,0.0,1.0,1.0,4.0,79.0,3.0,224.0
78903.0,3.0,2.0,,14.0,2009-12-07,781.0,50.0,2094.0,0.0001865462821325971,3.0,1.0,1.0,4.0,232.0,3.0,368.0
78915.0,2.0,2.0,,14.0,2009-12-08,292.0,58.0,2093.0,3.730925642651942e-05,1.0,1.0,0.0,0.0,332.0,1.0,0.0
78934.0,2.0,2.0,,6.0,2009-12-08,591.0,58.0,2093.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,357.0,1.0,39.0
78939.0,2.0,2.0,,3.0,2009-12-08,7516.0,51.0,2093.0,3.730925642651942e-05,0.0,1.0,1.0,2.0,360.0,1.0,85.0
78994.0,3.0,2.0,,14.0,2009-12-08,721.0,64.0,2093.0,0.00014923702570607768,2.0,1.0,3.0,9.0,45.0,4.0,447.0
79003.0,2.0,2.0,,3.0,2009-12-08,921.0,38.0,2093.0,7.461851285303884e-05,0.0,1.0,2.0,3.0,48.0,2.0,107.0
79022.0,2.0,2.0,,2.0,2009-12-09,130.0,55.0,2092.0,0.0002238555385591165,1.0,1.0,3.0,6.0,91.0,6.0,377.0
79096.0,3.0,2.0,,5.0,2009-12-09,942.0,44.0,2092.0,3.730925642651942e-05,3.0,1.0,1.0,2.0,114.0,1.0,134.0
79148.0,2.0,2.0,,8.0,2009-12-09,371.0,39.0,2092.0,7.461851285303884e-05,0.0,1.0,1.0,3.0,232.0,2.0,149.0
79179.0,3.0,2.0,,6.0,2009-12-08,181.0,44.0,2093.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,202.0,1.0,55.0
79250.0,3.0,2.0,,2.0,2009-12-12,61.0,60.0,2089.0,0.0001865462821325971,4.0,3.0,2.0,3.0,21.0,5.0,194.0
79255.0,3.0,2.0,,3.0,2009-12-12,350.0,56.0,2089.0,3.730925642651942e-05,0.0,1.0,1.0,1.0,258.0,1.0,0.0
79292.0,2.0,2.0,,,2009-12-12,311.0,15.0,2089.0,7.461851285303884e-05,0.0,2.0,2.0,4.0,121.0,2.0,148.0
