DATE_ACHAT,EAN,ID_INDIVIDU,ID_FOYER,NUM_TICKET,QUANTITE,PRIX_AP_REMISE,REMISE_VALEUR,CODE_BOUTIQUE,ID_ARTICLE,ID_MODELE,ID_OPTION,MODELE,OPTION_PTT,COLORIS,POSITION,GRILLE,Ligne,Famille,REGIONS,CENTRE_VILLE,TYPE_MAGASIN,PLV,gift,PRICE
2015-12-06,3585211761904,129700,127146,8,1,0,100,930,58129.0,7.0,11026.0,FAVO,SHORT,13.0,1.0,5.0,,,Paris,Centre Commercial,Succursale,0,1,0
2016-03-31,3585211789649,129700,127146,16,1,45,0,943,63477.0,176.0,14136.0,106B,IRONI,11.0,5.0,25.0,Corseterie,Push-up,Paris,Centre ville,Succursale,0,0,45
2015-12-20,3585211733048,129702,127144,22,1,75,0,311,59178.0,278.0,11719.0,208,EXTRA,7005.0,2.0,3.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,75
2015-12-20,3585211698415,129702,127144,22,1,47,0,311,59462.0,175.0,966.0,106A,FRIVO,4311.0,5.0,25.0,Corseterie,Push-up,Province,Centre ville,Succursale,0,0,47
2015-12-20,3585211698767,129702,127144,22,1,23,0,311,59497.0,96.0,966.0,121,FRIVO,4311.0,3.0,3.0,Corseterie,Slip,Province,Centre ville,Succursale,0,0,23
2016-04-17,3585211784163,129714,127140,2,1,39,0,730,62785.0,229.0,11424.0,101D,COCOT,61.0,5.0,25.0,Corseterie,Corbeille,Province,Centre ville,Affilié,0,0,39
2016-04-17,3585211784163,129714,127140,2,1,39,0,730,62785.0,229.0,11424.0,101D,COCOT,61.0,5.0,25.0,Corseterie,Corbeille,Province,Centre ville,Affilié,0,0,39
2016-04-17,3585211785160,129714,127140,2,1,25,0,730,62865.0,90.0,11424.0,120,COCOT,61.0,3.0,3.0,Corseterie,Slip,Province,Centre ville,Affilié,0,0,25
2016-04-17,3585211785528,129714,127140,2,1,29,0,730,62885.0,21.0,11424.0,128,COCOT,61.0,2.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Affilié,0,0,29
2016-04-17,3585211785160,129714,127140,2,1,25,0,730,62865.0,90.0,11424.0,120,COCOT,61.0,3.0,3.0,Corseterie,Slip,Province,Centre ville,Affilié,0,0,25
2016-04-17,3585211785528,129714,127140,2,1,29,0,730,62885.0,21.0,11424.0,128,COCOT,61.0,2.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Affilié,0,0,29
2016-03-01,3585211795053,129721,127128,13,1,43,0,312,64268.0,255.0,14869.0,100E,SOUVI,61.0,4.0,25.0,Corseterie,Emboitant,Province,Centre Commercial,Succursale,0,0,43
2016-01-11,3585211701009,129721,127128,47,1,31,0,314,59840.0,213.0,2305.0,100D,JALOU,60.0,4.0,25.0,Corseterie,Emboitant,Province,Centre ville,Succursale,0,0,31
2016-01-11,3585211701757,129721,127128,47,1,22,0,314,59913.0,159.0,2305.0,126,JALOU,60.0,3.0,3.0,Corseterie,Short,Province,Centre ville,Succursale,0,0,22
2016-03-01,3585211796043,129721,127128,13,1,26,0,312,64334.0,21.0,14935.0,128,SOUVI,61.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre Commercial,Succursale,0,0,26
2016-03-01,3585211795923,129721,127128,13,1,0,100,312,64326.0,20.0,14927.0,124,SOUVI,61.0,1.0,10.0,Corseterie,Short,Province,Centre Commercial,Succursale,0,0,0
2016-03-01,7000000000089,129721,127128,13,1,0,100,312,64575.0,7.0,15111.0,FAVO,2NDBA,13.0,1.0,5.0,,,Province,Centre Commercial,Succursale,0,1,0
2016-01-13,3585211719042,129819,127240,69,1,32,0,630,60381.0,175.0,6272.0,106A,VANIT,21.0,3.0,25.0,Corseterie,Push-up,Province,Centre ville,Affilié,0,0,32
2016-06-30,3585211790195,129819,127240,38,1,23,0,630,63532.0,21.0,14191.0,128,IRONI,21.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Affilié,0,0,23
2016-06-30,3585211795404,129819,127240,38,1,33,0,630,64290.0,175.0,14891.0,106A,SOUVI,30.0,3.0,25.0,Corseterie,Push-up,Province,Centre ville,Affilié,0,0,33
2016-06-30,3585211795886,129819,127240,38,1,23,0,630,64322.0,20.0,14923.0,124,SOUVI,30.0,1.0,10.0,Corseterie,Short,Province,Centre ville,Affilié,0,0,23
2016-06-30,3585211789595,129819,127240,38,1,36,0,630,63472.0,175.0,14131.0,106A,IRONI,21.0,3.0,25.0,Corseterie,Push-up,Province,Centre ville,Affilié,0,0,36
2016-01-13,3585211719523,129819,127240,69,1,19,0,630,60443.0,21.0,6272.0,128,VANIT,21.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Affilié,0,0,19
2016-01-18,3585211379024,129824,127317,39,1,37,0,941,,,,,,,,,,,Paris,Centre Commercial,Succursale,0,0,37
2016-01-18,3585211260995,129824,127317,39,1,47,0,941,41017.0,176.0,966.0,106B,FRIVO,20.0,4.0,25.0,Corseterie,Push-up,Paris,Centre Commercial,Succursale,0,0,47
2016-01-18,3585211452628,129824,127317,39,1,26,0,941,,,,,,,,,,,Paris,Centre Commercial,Succursale,0,0,26
2016-06-23,3585211789977,129824,127317,28,1,29,0,751,63510.0,90.0,14169.0,120,IRONI,21.0,6.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,29
2016-06-23,3585211789106,129824,127317,28,1,42,0,751,63423.0,228.0,14082.0,101C,IRONI,21.0,6.0,25.0,Corseterie,Corbeille,Paris,Centre ville,Succursale,0,0,42
2016-06-23,3585211380143,129824,127317,28,1,27,0,751,,,,,,,,,,,Paris,Centre ville,Succursale,0,0,27
2016-04-28,3585211803062,129884,127267,6,1,49,0,763,63943.0,227.0,14544.0,101B,OMBRE,10.0,4.0,25.0,Corseterie,Corbeille,Province,Centre ville,Succursale,0,0,49
2016-04-28,3585211803314,129884,127267,6,1,29,0,763,64016.0,19.0,14617.0,122,OMBRE,10.0,2.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,29
2016-03-09,3585211796012,129884,127267,5,1,26,0,763,64331.0,21.0,14932.0,128,SOUVI,30.0,2.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,26
2016-03-09,3585211794650,129884,127267,5,1,39,0,763,64240.0,198.0,14841.0,100B,SOUVI,30.0,4.0,25.0,Corseterie,Emboitant,Province,Centre ville,Succursale,0,0,39
2016-04-12,7000000000089,129897,127251,20,1,0,100,62,64575.0,7.0,15111.0,FAVO,2NDBA,13.0,1.0,5.0,,,Province,Centre Commercial,Succursale,0,1,0
2015-12-17,3585211716133,129897,127251,23,1,32,0,62,59806.0,20.0,11945.0,124,INSOL,9603.0,3.0,4.0,Corseterie,Short,Province,Centre Commercial,Succursale,0,0,32
2015-12-17,3585211714467,129897,127251,23,1,42,0,62,59715.0,179.0,12028.0,105B,INSOL,9603.0,6.0,25.0,Corseterie,Triangle/Brassiere,Province,Centre Commercial,Succursale,0,0,42
2016-04-12,3585211787201,129897,127251,20,1,0,100,62,63252.0,21.0,12584.0,128,IDYLL,67.0,3.0,10.0,Corseterie,String/Tanga,Province,Centre Commercial,Succursale,0,0,0
2016-04-12,3585211786075,129897,127251,20,1,42,0,62,63137.0,176.0,12584.0,106B,IDYLL,67.0,5.0,25.0,Corseterie,Push-up,Province,Centre Commercial,Succursale,0,0,42
2016-04-12,3585211792496,129897,127251,20,1,45,0,62,61386.0,92.0,13010.0,535,FIEST,20.0,5.0,3.0,Bain,Bain_Maillot,Province,Centre Commercial,Succursale,0,0,45
2015-12-17,3585211716416,129897,127251,23,1,29,0,62,59822.0,21.0,11945.0,128,INSOL,9603.0,3.0,10.0,Corseterie,String/Tanga,Province,Centre Commercial,Succursale,0,0,29
2016-04-12,3585211792069,129897,127251,20,1,32,0,62,61343.0,152.0,12967.0,507,FIEST,20.0,6.0,3.0,Bain,Bain_Maillot,Province,Centre Commercial,Succursale,0,0,32
2016-04-12,3585211787089,129897,127251,20,1,29,0,62,63236.0,20.0,12584.0,124,IDYLL,67.0,3.0,10.0,Corseterie,Short,Province,Centre Commercial,Succursale,0,0,29
2015-12-23,3585211725715,129897,127251,22,1,49,0,62,59114.0,179.0,11655.0,105B,EXTRA,60.0,5.0,25.0,Corseterie,Triangle/Brassiere,Province,Centre Commercial,Succursale,0,0,49
2015-12-23,3585211725890,129897,127251,22,1,39,0,62,59132.0,20.0,11673.0,124,EXTRA,60.0,2.0,10.0,Corseterie,Short,Province,Centre Commercial,Succursale,0,0,39
2015-12-23,3585211725777,129897,127251,22,1,49,0,62,59117.0,179.0,11658.0,105B,EXTRA,7005.0,5.0,25.0,Corseterie,Triangle/Brassiere,Province,Centre Commercial,Succursale,0,0,49
2015-12-23,3585211725982,129897,127251,22,1,39,0,62,59137.0,20.0,11678.0,124,EXTRA,7005.0,3.0,10.0,Corseterie,Short,Province,Centre Commercial,Succursale,0,0,39
2016-03-31,3585211867781,129899,127253,60,1,0,100,757,62261.0,7.0,12713.0,FAVO,AG2VA,30.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-31,7000000000171,129899,127253,60,1,0,100,757,64570.0,7.0,15106.0,FAVO,TMANQ,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2015-12-16,3585211730221,130033,127348,13,1,46,0,593,58334.0,37.0,11147.0,256,AUDAC,61.0,2.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,46
2015-12-16,3585211729584,130033,127348,13,1,46,0,593,58266.0,30.0,11079.0,245,AUDAC,21.0,2.0,10.0,Homewear,Homewear_Ensemble,Province,Centre ville,Succursale,0,0,46
2015-12-16,3585211806827,130033,127348,13,1,15,0,593,60671.0,576.0,9501.0,219,SOCKS,67.0,2.0,10.0,,,Province,Centre ville,Succursale,0,0,15
2015-12-16,3585211729706,130033,127348,13,1,32,0,593,58286.0,31.0,11099.0,247,AUDAC,61.0,2.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,32
2015-12-16,3585211729027,130033,127348,13,1,39,0,593,59979.0,29.0,12087.0,244,MAMZE,21.0,2.0,10.0,Homewear,Homewear_Bas,Province,Centre ville,Succursale,0,0,39
2015-12-16,3585211729577,130033,127348,13,1,46,0,593,58265.0,30.0,11078.0,245,AUDAC,21.0,1.0,10.0,Homewear,Homewear_Ensemble,Province,Centre ville,Succursale,0,0,46
2015-12-16,3585211729669,130033,127348,13,1,46,0,593,58274.0,30.0,11087.0,245,AUDAC,93.0,2.0,10.0,Homewear,Homewear_Ensemble,Province,Centre ville,Succursale,0,0,46
2015-10-14,3585211711022,130033,127348,38,1,30,0,593,58879.0,20.0,11424.0,124,COCOT,9603.0,1.0,10.0,Corseterie,Short,Province,Centre ville,Succursale,0,0,30
2015-10-14,3585211711992,130033,127348,38,1,39,0,593,58728.0,227.0,11437.0,101B,COCOT,9603.0,5.0,25.0,Corseterie,Corbeille,Province,Centre ville,Succursale,0,0,39
2015-10-14,3585211730306,130080,127392,4,1,46,0,332,58338.0,37.0,11151.0,256,AUDAC,93.0,2.0,10.0,Homewear,Homewear_Haut,Province,Centre Commercial,Succursale,0,0,46
2015-10-14,3585211798979,130080,127392,4,1,59,0,332,60757.0,30.0,12583.0,245,YLANG,96.0,3.0,10.0,Homewear,Homewear_Ensemble,Province,Centre Commercial,Succursale,0,0,59
2015-10-14,3585211842757,130123,127560,8,1,0,100,7514,60870.0,7.0,11036.0,FAVO,KUSMI,30.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2015-10-14,3585211128561,130123,127560,8,1,42,0,7514,36356.0,255.0,966.0,100E,FRIVO,11.0,5.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2016-03-17,3585211874574,130123,127560,21,1,0,100,7514,62275.0,7.0,13741.0,FAVO,TROUS,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-17,3585211785481,130123,127560,21,1,0,100,7514,62439.0,21.0,11424.0,128,COCOT,20.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,0
2015-10-14,3585211699146,130123,127560,8,1,29,0,7514,59529.0,21.0,966.0,128,FRIVO,67.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,29
2015-10-14,3585211698835,130123,127560,8,1,23,0,7514,59492.0,96.0,966.0,121,FRIVO,67.0,4.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,23
2015-10-14,3585211697906,130123,127560,8,1,42,0,7514,59433.0,255.0,966.0,100E,FRIVO,4311.0,5.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2015-10-14,3585211698774,130123,127560,8,1,23,0,7514,59498.0,96.0,966.0,121,FRIVO,4311.0,4.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,23
2016-03-17,3585211785320,130123,127560,21,1,30,0,7514,62431.0,20.0,11424.0,124,COCOT,20.0,2.0,10.0,Corseterie,Short,Paris,Centre ville,Succursale,0,0,30
2015-10-14,3585211699184,130123,127560,8,1,0,100,7514,59533.0,21.0,966.0,128,FRIVO,4311.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,0
2016-03-17,3585211785801,130123,127560,21,1,46,0,7514,62307.0,255.0,11424.0,100E,COCOT,20.0,5.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,46
2015-10-14,3585211697944,130123,127560,8,1,42,0,7514,59429.0,255.0,966.0,100E,FRIVO,67.0,5.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2015-10-14,7000000000089,130123,127560,8,1,0,100,7514,64575.0,7.0,15111.0,FAVO,2NDBA,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2015-10-14,3585211779459,130123,127560,8,1,0,100,7514,58128.0,7.0,11025.0,FAVO,20FAV,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-17,7000000000089,130123,127560,21,1,0,100,7514,64575.0,7.0,15111.0,FAVO,2NDBA,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-04-07,3585211790119,130127,127556,10,1,29,0,752,63524.0,21.0,14183.0,128,IRONI,11.0,1.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,29
2016-04-07,3585211789533,130127,127556,10,1,45,0,752,63466.0,175.0,14125.0,106A,IRONI,11.0,5.0,25.0,Corseterie,Push-up,Paris,Centre ville,Succursale,0,0,45
2016-03-20,3585211798269,130157,127636,2,1,46,0,762,63795.0,127.0,14396.0,261,MELAN,20.0,7.0,3.0,Homewear,Homewear_Bas,Province,Centre Commercial,Succursale,0,0,46
2016-03-20,3585211797835,130157,127636,2,1,39,0,762,63752.0,29.0,14353.0,244,MELAN,14.0,7.0,3.0,Homewear,Homewear_Bas,Province,Centre Commercial,Succursale,0,0,39
2016-02-01,3585211783593,130171,127653,25,1,42,0,922,62294.0,213.0,11424.0,100D,COCOT,10.0,4.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2016-03-22,3585211812446,130171,127653,17,1,27,0,923,64172.0,19.0,14773.0,122,PAULE,31.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,27
2016-02-01,3585211785443,130171,127653,25,1,29,0,922,62435.0,21.0,11424.0,128,COCOT,10.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,29
2016-02-01,3585211545269,130171,127653,25,1,15,0,922,50642.0,21.0,6160.0,128,EPURE,11.0,3.0,4.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,15
2015-12-29,3585211719691,130171,127653,10,1,39,0,922,58656.0,174.0,11365.0,226,CIELD,9603.0,5.0,3.0,Homewear,Homewear_Bas,Paris,Centre ville,Succursale,0,0,39
2016-02-01,3585211779459,130171,127653,25,1,0,100,922,58128.0,7.0,11025.0,FAVO,20FAV,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-22,3585211633553,130171,127653,17,1,0,100,923,51310.0,213.0,2305.0,100D,JALOU,1199.0,4.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,0
2015-11-25,3585211700682,130171,127653,11,1,27,0,922,60545.0,19.0,7716.0,122,VERTI,9603.0,3.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,27
2015-11-25,3585211798887,130171,127653,11,1,65,0,922,60748.0,116.0,12574.0,222,YLANG,21.0,3.0,10.0,Homewear,Homewear_Ensemble,Paris,Centre ville,Succursale,0,0,65
2015-11-25,3585211699917,130171,127653,11,1,45,0,922,60472.0,229.0,7716.0,101D,VERTI,9603.0,5.0,25.0,Corseterie,Corbeille,Paris,Centre ville,Succursale,0,0,45
2016-06-22,3585211814136,130171,127653,3,1,29,30,922,63300.0,229.0,13959.0,101D,IMPAT,70.0,4.0,25.0,Corseterie,Corbeille,Paris,Centre ville,Succursale,0,0,29
2016-06-22,3585211814761,130171,127653,3,1,17,30,922,63354.0,21.0,14013.0,128,IMPAT,70.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,17
2016-06-22,3585211797439,130171,127653,3,1,25,20,922,64011.0,155.0,14612.0,119,OMBRE,61.0,4.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,25
2016-06-02,3585211812699,130171,127653,35,1,30,0,922,64197.0,159.0,14798.0,126,PAULE,71.0,4.0,3.0,Corseterie,Short,Paris,Centre ville,Succursale,0,0,30
2016-06-02,3585211811708,130171,127653,35,1,42,0,922,64110.0,213.0,14711.0,100D,PAULE,71.0,4.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2016-06-22,7000000000195,130171,127653,3,1,0,100,922,64574.0,7.0,15110.0,FAVO,VPRIV,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-22,7000000000096,130171,127653,17,1,0,100,923,64576.0,7.0,15112.0,FAVO,2NDSG,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-03-22,3585211635120,130171,127653,17,1,26,0,923,51585.0,19.0,2305.0,122,JALOU,1199.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,26
2015-12-20,3585211713620,130171,127653,10,1,45,0,922,59668.0,228.0,11981.0,101C,INSOL,70.0,4.0,25.0,Corseterie,Corbeille,Paris,Centre ville,Succursale,0,0,45
2015-12-20,3585211716355,130171,127653,10,1,29,0,922,59816.0,21.0,11945.0,128,INSOL,70.0,1.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,29
2016-03-22,3585211811661,130171,127653,17,1,42,0,923,64102.0,213.0,14703.0,100D,PAULE,31.0,4.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,42
2016-06-06,3585211812521,130171,127653,13,1,27,0,922,64180.0,19.0,14781.0,122,PAULE,71.0,2.0,10.0,Corseterie,String/Tanga,Paris,Centre ville,Succursale,0,0,27
2016-02-01,7000000000096,130171,127653,25,1,0,100,922,64576.0,7.0,15112.0,FAVO,2NDSG,13.0,1.0,5.0,,,Paris,Centre ville,Succursale,0,1,0
2016-02-01,3585211546686,130171,127653,25,1,0,100,922,50485.0,225.0,6003.0,103D,EPURE,11.0,4.0,25.0,Corseterie,Emboitant,Paris,Centre ville,Succursale,0,0,0
2016-06-06,3585211813092,130171,127653,13,1,29,0,922,64213.0,157.0,14814.0,127,PAULE,71.0,4.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,29
2016-03-22,3585211812996,130171,127653,17,1,29,0,923,64203.0,157.0,14804.0,127,PAULE,31.0,4.0,3.0,Corseterie,Slip,Paris,Centre ville,Succursale,0,0,29
2016-06-22,3585211796999,130171,127653,3,1,39,20,922,63967.0,229.0,14568.0,101D,OMBRE,61.0,4.0,25.0,Corseterie,Corbeille,Paris,Centre ville,Succursale,0,0,39
2015-11-30,3585211701603,130205,127592,23,1,26,0,342,59908.0,19.0,2305.0,122,JALOU,2099.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,26
2015-12-18,3585211634321,130205,127592,36,1,42,0,342,51415.0,178.0,2305.0,102B,JALOU,1199.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre ville,Succursale,0,0,42
2015-10-28,3585211774348,130205,127592,11,1,42,0,342,60771.0,176.0,12597.0,106B,IDYLL,21.0,5.0,25.0,Corseterie,Push-up,Province,Centre ville,Succursale,0,0,42
2015-12-18,3585211537912,130205,127592,36,1,42,0,342,47476.0,178.0,2305.0,102B,JALOU,95.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre ville,Succursale,0,0,42
2015-12-18,3585211535963,130205,127592,36,1,26,0,342,47503.0,19.0,2305.0,122,JALOU,95.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,26
2015-11-30,3585211701214,130205,127592,23,1,42,0,342,59869.0,178.0,2305.0,102B,JALOU,2099.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre ville,Succursale,0,0,42
2015-11-30,3585211846250,130205,127592,23,1,0,100,342,60879.0,7.0,12702.0,FAVO,GOMMA,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2015-09-07,3585211719608,130205,127592,13,1,39,0,342,58647.0,174.0,11356.0,226,CIELD,42.0,2.0,3.0,Homewear,Homewear_Bas,Province,Centre ville,Succursale,0,0,39
2015-10-28,3585211779459,130205,127592,24,1,0,100,342,58128.0,7.0,11025.0,FAVO,20FAV,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2015-10-28,3585211842757,130205,127592,24,1,0,100,342,60870.0,7.0,11036.0,FAVO,KUSMI,30.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2016-01-04,7000000000102,130205,127592,8,1,0,100,342,64567.0,7.0,15103.0,FAVO,CHOIX,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2016-01-04,3585211730139,130205,127592,8,1,0,100,342,58321.0,36.0,11134.0,254,AUDAC,93.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2015-11-30,3585211808661,130205,127592,23,1,39,0,342,60831.0,29.0,12657.0,244,LUNDI,41.0,3.0,3.0,Homewear,Homewear_Bas,Province,Centre ville,Succursale,0,0,39
2016-01-04,3585211724923,130205,127592,8,1,0,100,342,60267.0,29.0,12375.0,244,SOMME,67.0,2.0,3.0,Homewear,Homewear_Bas,Province,Centre ville,Succursale,0,0,0
2015-12-18,3585211635113,130205,127592,36,1,26,0,342,51584.0,19.0,2305.0,122,JALOU,1199.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,26
2015-10-28,3585211774751,130205,127592,11,1,25,0,342,60821.0,21.0,12647.0,128,IDYLL,21.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,25
2015-09-20,3585211808418,130205,127592,29,1,24,0,342,60835.0,31.0,12661.0,247,LUNDI,10.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,24
2015-09-20,3585211815409,130205,127592,10,1,0,100,342,60867.0,634.0,12693.0,298,LUNDI,21.0,1.0,5.0,,,Province,Centre ville,Succursale,0,0,0
2016-07-27,3585211915857,130205,127592,33,1,0,100,342,66361.0,66.0,11019.0,540,FAVOR,3201.0,1.0,5.0,Bain,Bain_Beachwear,Province,Centre ville,Succursale,0,0,0
2016-05-26,3585211909450,130205,127592,45,1,0,100,342,64564.0,7.0,15101.0,FAVO,TASB7,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2015-09-20,3585211808388,130205,127592,10,1,0,100,342,60841.0,31.0,12667.0,247,LUNDI,41.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2015-09-20,3585211808623,130205,127592,10,1,0,100,342,60861.0,123.0,12687.0,253,LUNDI,21.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2016-05-26,3585211874833,130205,127592,45,1,35,0,342,64461.0,76.0,754.0,902,DANSE,5107.0,5.0,26.0,,,Province,Centre ville,Succursale,0,0,35
2015-09-20,3585211808531,130205,127592,10,1,0,100,342,60852.0,35.0,12678.0,252,LUNDI,21.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2015-09-20,3585211809415,130205,127592,10,1,29,0,342,60845.0,32.0,12671.0,248,LUNDI,41.0,3.0,3.0,Homewear,Homewear_Bas,Province,Centre ville,Succursale,0,0,29
2016-05-26,3585211790645,130205,127592,45,1,42,0,342,58151.0,178.0,2305.0,102B,JALOU,61.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre ville,Succursale,0,0,42
2015-09-20,3585211808500,130205,127592,10,1,0,100,342,60855.0,35.0,12681.0,252,LUNDI,41.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2016-05-26,3585211791031,130205,127592,45,1,26,0,342,58170.0,19.0,2305.0,122,JALOU,61.0,1.0,10.0,Corseterie,String/Tanga,Province,Centre ville,Succursale,0,0,26
2015-09-20,3585211808593,130205,127592,10,1,0,100,342,60858.0,123.0,12684.0,253,LUNDI,10.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,0
2015-09-20,3585211850127,130205,127592,10,1,120,0,342,60888.0,7.0,12711.0,FAVO,PASEM,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,0,120
2015-10-28,3585211806728,130205,127592,11,1,29,0,342,60713.0,97.0,12569.0,140,STRIP,2001.0,1.0,10.0,Corseterie,Corseterie_PP,Province,Centre ville,Succursale,0,0,29
2015-09-07,3585211761904,130205,127592,13,1,0,100,342,58129.0,7.0,11026.0,FAVO,SHORT,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2015-09-07,3585211767524,130205,127592,13,1,0,100,342,58193.0,7.0,11027.0,FAVO,1ANNE,13.0,1.0,5.0,,,Province,Centre ville,Succursale,0,1,0
2015-09-20,3585211808449,130205,127592,29,1,24,0,342,60838.0,31.0,12664.0,247,LUNDI,21.0,1.0,10.0,Homewear,Homewear_Haut,Province,Centre ville,Succursale,0,0,24
2016-05-28,3585211812088,130205,127592,3,1,47,0,342,64136.0,178.0,14737.0,102B,PAULE,31.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre ville,Succursale,0,0,47
2015-09-07,3585211710445,130205,127592,13,1,35,0,342,59361.0,97.0,11902.0,140,FLANE,67.0,2.0,10.0,Corseterie,Corseterie_PP,Province,Centre ville,Succursale,0,0,35
2015-12-30,7000000000089,130209,127574,11,1,0,100,62,64575.0,7.0,15111.0,FAVO,2NDBA,13.0,1.0,5.0,,,Province,Centre Commercial,Succursale,0,1,0
2015-12-30,3585211718816,130209,127574,11,1,0,100,62,60179.0,19.0,12287.0,122,OPERE,20.0,3.0,10.0,Corseterie,String/Tanga,Province,Centre Commercial,Succursale,0,0,0
2015-12-30,3585211718816,130209,127574,11,1,25,0,62,60179.0,19.0,12287.0,122,OPERE,20.0,3.0,10.0,Corseterie,String/Tanga,Province,Centre Commercial,Succursale,0,0,25
2015-12-30,3585211724916,130209,127574,11,1,33,0,62,58448.0,49.0,6590.0,289,CALIN,6101.0,1.0,5.0,Homewear,Homewear_Ensemble,Province,Centre Commercial,Succursale,0,0,33
2015-10-25,3585211543067,130209,127574,6,1,42,0,62,50590.0,273.0,6108.0,112C,EPURE,20.0,5.0,25.0,Corseterie,Corbeille mousse/Bandeau,Province,Centre Commercial,Succursale,0,0,42
